"SITEID","SITENAME","SITEDESCRI","SITETYPE","SITESTATUS","POSTCODE","DIRECTIONS","W3W","X","Y","CATEGORY"
"14453","STAVERTON","NESTLES","Sewage Pumping Station","In Use","BA14 6PF","LEAVE TROWBRIDGE THROUGH CANAL ROAD TRADING ESTATE ON THE B3106 TO MELKSHAM. TURN LEFT AT THE MINI ROUNDABOUT BY THE PUBLIC HOUSE AND THE CANAL MARINA. GO OVER THE HUMP BACK BRIDGE OVER CANAL AND PROCEED TOWARDS STAVERTON CROSS OVER RAILWAY LINE AND AT T","chemistry.presumes.fingernails","385605","160905","Waste"
"14454","MIDFORD","BOATHOUSE","Sewage Pumping Station","In Use","BA2 7JH","LEAVE BRADFORD ON B3108 WINSLEY ROAD. THROUGH WINSLEY TO LIMPLEYSTOKE. CROSS RIVER BRIDGE, TURN IMMEDIATE LEFT INTO CAR PARK. PUMPING STATION IS AT END OF CAR PARK.","dices.ready.worked","378210","161224","Waste"
"14455","NORTH BRADLEY","THE RANK","Sewage Pumping Station","In Use","BA14 9RP","LEAVE TROWBRIDGE ON A363 TO WESTBURY. APPROX ONE AND A THIRD MILES FROM LAST TRAFFIC LIGHTS IN TROWBRIDGE TURN LEFT TO SOUTHWICK/ FROME BY THE RISING SUN INN. AFTER APPROX HALF A MILE TURN RIGHT INTO THE RANK. TRAVEL TO THE BOTTOM OF THIS ROAD AND FOLLOW","critic.tune.value","384914","155205","Waste"
"14456","BRATTON","TROWBRIDGE ROAD","Sewage Pumping Station","In Use","BA13 4RF","LEAVE WESTBURY ON THE ROAD TO BRATTON. TURN LEFT AT SIGNPOST FOR TROWBRIDGE BEFORE ENTERING BRATTON. PUMPING STATION IS APPROX 1 MILE ON LEFT-HAND SIDE.","compacts.corrosive.sweeper","390998","152798","Waste"
"14457","BULKINGTON","WICKLEAZE","Sewage Pumping Station","In Use","SN10 1SN","LEAVE MELKSHAM ON A350 TO SEMINGTON / WESTBURY. AT SEMINGTON ROUNDABOUT TURN RIGHT DOWN ROAD SIGNPOSTED TO BULKINGTON AND KEEVILAFTER APPROX 0.9 MILES REACH T JUNCTION (AFTER PASSING KEEVIL STW) TURN LEFT AT T JUNCTION TO BULKINGTON. AFTER APPROX THREE Q","dusters.bucks.unwanted","394366","158281","Waste"
"14458","NORTH BRADLEY","CHURCHLANDS","Sewage Pumping Station","In Use","BA14 0TD","LEAVE TROWBRIDGE ON A363 TO WESTBURY. APPROX 1.3 MILES FROM LASTTRAFFIC LIGHTS IN TROWBRIDGE PAST THE RISING SUN INN ON RIGHT-HAND SIDE ON THE CORNER OF THE ROAD TO FROME/ SOUTHWICK. AFTER APPROX 200 YARDS TURN LEFT INTO CHANTRY GARDENS ESTATE ON LEFT-HA","dragon.blesses.gracing","385681","154760","Waste"
"14459","SOUTHWICK","CHANTRY GARDENS","Sewage Pumping Station","In Use","BA14 9QT","LEAVE TROWBRIDGE ON A361 TO FROME. APPROX 1.3 MILES FROM TRAFFIC LIGHTS TURN LEFT INTO CHANTRY GARDENS. FOLLOW ROAD TURN LEFT AND TURN RIGHT AND PUMPING STATION IS NEXT TO THE BUNGALOWS IN FRONT OF STREAM.","formed.chimp.tigers","384182","155354","Waste"
"14460","NORTH BRADLEY","YARNBROOK","Sewage Pumping Station","In Use","BA14 6AA","LEAVE TROWBRIDGE ON A363 TO WESTBURY. APPROX 1.75 MILES FROM LAST TRAFFIC LIGHTS IN TROWBRIDGE PASS UNDER RAILWAY BRIDGE ACCESS TO PUMPING STATION IS APPROX 20 YARDS PAST BRIDGE ON LEFT-HAND SIDE ALONG SHORT ROUGH TRACK.","failed.stolen.suffice","386634","155119","Waste"
"14461","BROUGHTON GIFFORD","THE COMMON","Sewage Pumping Station","In Use","SN12 8ND","LEAVE MELKSHAM ON THE B3107 TO BRADFORD ON AVON TURN RIGHT TO BROUGHTON GIFFORD AFTER APPROX 1/3 MILE. REACH WAR MEMORIAL AT TJUNCTION AFTER APPROX 1 MILE. TURN RIGHT AT WAR MEMORIAL AND PASS COMMON ON RIGHT-HAND SIDE AND TURN RIGHT AT END OF COMMON DOWN","foreheads.september.unable","387240","164618","Waste"
"14462","BROUGHTON GIFFORD","CURTIS ORCHARD","Sewage Pumping Station","In Use","SN12 8PX","LEAVE MELKSHAM ON THE B3107 TO BRADFORD ON AVON. TURN RIGHT TO BROUGHTON GIFFORD AFTER APPROX ONE/THIRD MILE. REACH WAR MEMORIAL AT 'T' JUNCTION AFTER APPROX 1 MILE. TURN LEFT THEN TURN LEFT AGAIN AT FOX AND HOUNDS INN INTO CURTIS ORCHARD. PARK AT END OF","sung.silence.inflamed","388033","163516","Waste"
"14463","ATWORTH","PURLPIT","Sewage Pumping Station","In Use","SN12 8HJ","LEAVE MELKSHAM ON A365 TO BATH. APPROX 2.5 MILES AFTER BEARING LEFT OFF THE DUAL CARRIAGEWAY TURN RIGHT AT THE SMALL CHAPEL SIGNPOSTED TO WHITLEY/PURLPIT. AFTER APPROX ONE-THIRD MILE SEE PUMPING STATION ON RIGHT-HAND SIDE.","signal.caused.printers","387515","166225","Waste"
"14464","MELKSHAM","BADER PARK","Sewage Pumping Station","In Use","SN12 6TU","LEAVE MELKSHAM ON A350 TO DEVIZES. AT ROUNDABOUT TURN INTO BOWERHILL INDUSTRIAL ESTATE. AT WADHAM STRINGER ROUNDABOUT CARRY STRAIGHT ON INTO HALIFAX ROAD AND THEN BADER CLOSE IS ON RIGHT-HAND SIDE. PUMPING STATION IS NEAR THE END OF THE CUL-DE-SAC. IF LO","hiker.sugars.result","391254","161709","Waste"
"14465","MELKSHAM","SNARLTON LANE","Sewage Pumping Station","Abandoned","SN12 7QP","LEAVE MELKSHAM ON A3102 TO CALNE. AFTER APPROX THREE QUARTERS OFA MILE TURN RIGHT AT THE SIDE OF THE GARAGE INTO SNARLTON LANE OPPOSITE FORRESTERS ARMS.AFTER APPROX 0.5 MILES SEE PUMPING STATION AT BOTTOM OF HILL ON RIGHT-HAND SIDE JUST PAST THE HOUSES.","cocoons.rummage.spiking","392185","163785","Waste"
"14466","SEMINGTON","SEMINGTON BROOK","Sewage Pumping Station","In Use","BA14 6JR","LEAVE MELKSHAM ON A350 TO WESTBURY/SEMINGTON. PASS CAFE AND SHOPS ON RIGHT-HAND SIDE. ENTER SPEED RESTRICTION ZONE. CROSS KENNET AND AVON CANAL OVER HUMP BACK BRIDGE. ABOUT 200 YARDS FURTHER ON CROSS THE SEMINGTON BROOK AND IMMEDIATELY ON LEFT-HAND SIDE","lists.huts.spared","389880","160810","Waste"
"14467","HOLT","THE STAR","Sewage Pumping Station","In Use","BA14 6RE","LEAVE MELKSHAM ON B3107 TO BRADFORD. ENTER HOLT VILLAGE. TURN LEFT INTO STATION ROAD. TAKE FIRST RIGHT INTO THE STAR. PUMPING STATION IS ON RIGHT IN LAY-BY.","anchorman.meatball.gets","386491","161678","Waste"
"14468","MELKSHAM","SEMINGTON ROAD","Sewage Pumping Station","In Use","SN12 6DU","LEAVE MELKSHAM ON A3500 PASS CARAVAN SITE APPROX 1/4 MILE. SEE BERRYFIELD DRIVE ON RIGHT-HAND SIDE BRFORE SHOPS / CAFE. PUMPINGSTATION IS ON RIGHT-HAND SIDE OFF BERRYFIELD DRIVE. CONTACT LANDOWNER BEFORE ENTEREING ADJACENT FIELD. DETAILS IN SPS CABINET.","flippers.leave.inform","390124","162377","Waste"
"14469","GREAT HINTON",".","Sewage Pumping Station","In Use","BA14 6DB","LEAVE MELKSHAM ON A350 TO WESTBURY. CROSS SEMIONGTON ROUNDABOUT.3/4 MILE TO TOP OF HILL, TURN LEFT, TRAVEL 1/4 MILE. TURN LEFT TO KEEVIL. TRAVEL 1/2 MILE TURN LEFT TO GREAT HINTON TRAVEL 1/4 MILE. PUMPING STATION ON LEFT-HAND SIDE OF PEPPERCORN ORCHARD.","surnames.beauty.overused","390902","159209","Waste"
"14470","WINSLEY","CHURCH FARM (MILBOURNE CLOSE)","Sewage Pumping Station","In Use","BA15 2NN","LEAVE BRADFORD ON AVON ON THE B3108 WINSLEY ROAD. PASS THROUGH WINSLEY, TAKE FIRST TURNING ON THE RIGHT AFTER PASSING THE SUTCLIFFE SCHOOL SIGN IN THE NARROW PART OF THE ROAD. PROCEED APPROX 1/4 MILE DOWN THE ROAD AND THEN LEFT INTO MILBOURNE CLOSE. THE","demanding.tragedy.dwarves","379892","161114","Waste"
"14471","MELKSHAM","HAMPTON MEADOWS BOWERHILL","Sewage Pumping Station","Abandoned","SN12 6QZ","LEAVE MELKSHAM ON A365 DEVIZES ROAD. CROSS ROUNDABOUT AT BOWERHILL, CONTINUE TO SECOND ROUNDABOUT ON DEVIZES ROAD. PUMPING STATION IS ON RIGHT-HAND SIDE OF EXIT FROM ROUNDABOUT.","trifling.money.withdraw","391739","162357","Waste"
"14472","MELKSHAM","AWDRY AVENUE DEPOT","Sewage Pumping Station","Sold","SN12 7BB","LEAVE MELKSHAM CENTRE ON THE A3102 CALNE ROAD, PROCEED APPROX 0.25 MILE UNTIL SHARP RIGHT-HAND BEND - ON THE BEND TURN LEFT INTOFOREST ROAD. PROCEED FOR APPROX 0.25 MILES THEN TURN LEFT INTO AWDRY AVENUE - FOLLOW ROAD TO MELKSHAM DEPOT. THE PUMPHOUSE IS","farms.adopters.bonnet","390957","164692","Waste"
"14473","BRADFORD-ON-AVON","WOOLLEY GREEN","Sewage Pumping Station","In Use","BA15 1TX","LEAVE BRADFORD ON AVON ON THE B3107 TO HOLT/MELKSHAM. JUST OUT OF THE TOWN AT THE TOP OF THE HILL TURN LEFT OPPOSITE THE MOULTON FACTORY INTO SPRINGFIELD. DRIVE ALONG SPRINGFIELD AND THEN TURN RIGHT OPPOSITE THE `SAXON` GARAGE INTO WOOLLEY STREET. FOLLOW","quick.scorched.enigma","383738","161522","Waste"
"14474","MELKSHAM","SEMINGTON ROUNDABOUT","Sewage Pumping Station","In Use","SN12 6DW","LEAVE MELKSHAM STW AND HEAD FOR THE A350 SEMINGTON-WESTBURY ROADAT THE ROUNDABOUT TURN LEFT AS IF HEADING FOR MELKSHAM CENTRE. TAKE FIRST LEFT INTO HAZLEWOOD ROAD, THEN FIRST LEFT INTO HORNBEAM CRESCENT - FOLLOW ROAD THEN TURN LEFT INTO LINDEN GROVE : TH","culminate.arena.rollover","390261","162932","Waste"
"14475","BROUGHTON GIFFORD","THE GREEN","Sewage Pumping Station","In Use","SN12 8PS","LEAVE MELKSHAM ON THE B3107 TO BRADFORD ON AVON. APPROX 2 MILES AFTER LEAVING THE `WEST OF ENGLAND FARMERS` ROUNDABOUT TURN RIGHT TO BROUGHTON GIFFORD WHERE THE MAIN B3107 BENDS ROUND TO THE LEFT (N.B. THIS IS THE 3RD ROAD LEADING TO BROUGHTON GIFFORD FR","archduke.bucks.broads","387704","162981","Waste"
"14476","SEMINGTON","LITTLEMARSH","Sewage Pumping Station","In Use","BA14 6JE","LEAVE MELKSHAM ON A350 TO WESTBURY/SEMINGTON. GO STRAIGHT ACROSS AT SEMINGTON ROUNDABOUT TO WESTBURY. PASS LAYBY AND AA BOX ON RIGHT-HAND SIDE. PUMPING STATION IS JUST PAST THIS ON RIGHT-HAND SIDE IN GARDEN OF COTTAGE.","royal.clues.refilled","389735","159901","Waste"
"14477","MELKSHAM","WESTLANDS LANE","Sewage Pumping Station","In Use","SN12 7QQ","LEAVE MELKSHAM ON A350 TO CHIPPENHAM. ENTER VILLAGE OF BEANACRE AND TURN LEFT OPPOSITE THE PHEASANT PUBLIC HOUSE INTO WESTLANDS LANE. CARRY ON ALONG WESTLANDS LANE UNDER OVERHEAD HV CABLES. ATTHE BOTTOM OF THE HILL SEE THE PUMPING STATION ON THE RIGHT-HA","gravy.interview.helping","389194","166731","Waste"
"14478","MELKSHAM","NORTHBROOK ROAD","Sewage Pumping Station","In Use","SN12 8DU","LEAVE MELKSHAM ON THE A365 TO BATH (FORK LEFT OFF DUAL CARRIAGEWAY TO BATH). PASS SCHOOL ON RIGHT-HAND SIDE AND TURN&nbsp;RIGHT INTO DUNCH LANE, PASS NORTHBROOK ROAD. PSTN IS ON LEFT JUST AFTER SMALL ROUNDABOUT AT JUNCTION WITH SOUTHBROOK ROAD.","telephone.wharfs.dote","389828","165126","Waste"
"14479","MELKSHAM","WOODROW ROAD","Sewage Pumping Station","In Use","SN12 7RD","LEAVE MELKSHAM ON A3102 ROAD TO CALNE. AFTER APPROX ONE-THIRD OFA MILE TURN LEFT ONTO FOREST ROAD. AFTER APPROX 0.9 MILES AFTER PASSING SUPERMARKET AND OVERHEAD HV CABLES SEE THE PUMPING STATION ON RIGHT-HAND SIDE OPPOSITE HOUSES AT THE SIDE OF STREAM.","roosts.aced.keep","391834","165405","Waste"
"14480","MELKSHAM","SPA ROAD","Sewage Pumping Station","In Use","SN12 7JY","FROM THE ROUNDABOUT IN THE CENTRE OF MELKSHAM TAKE THE SPA ROAD TO DEVIZES PAST THE HOSPITAL. JUST PAST THE HOSPITAL SEE GATE INHEDGE ON RIGHT-HAND SIDE OPPOSITE JUNCTION OF QUEENSWAY. ACCESS TO PUMPING STATION IS THROUGH THE GATE IN A COMPOUND IN FIELD.","harp.fewer.walks","391017","163192","Waste"
"14481","MELKSHAM","SHAW HILL","Sewage Pumping Station","In Use","SN12 8EY","LEAVE MELKSHAM ON A365 TO BATH (FORK LEFT OFF DUAL CARRIAGEWAY TO BATH) PASS RIGHT TURN TO CORSHAM GASTARD. PASS GARAGE ON RIGHTHAND SIDE ON BROW OF HILL. AT BOTTOM OF HILL TURN LEFT AT END OFROW OF COTTAGES. PUMPING STATION IS AT END OF TRACK.","snow.teams.amplifier","388089","165552","Waste"
"14483","STEEPLE ASHTON","ASHTON COMMON","Sewage Pumping Station","In Use","BA14 6EB","LEAVE MELKSHAM ON A350 TO WESTBURY/SEMINGTON. GO STRAIGHT ACROSS AT SEMINGTON ROUNDABOUT TO WESTBURY. AFTER APPROX 1.3 MILES TURN LEFT TO STEEPLE ASHTON AT `STONY GUTTER` CROSS ROADS. AFTER APPROX 1/3 MILE SEE THE PUMPING STATION ON RIGHT-HAND SIDE.","choice.objective.reminds","389794","158258","Waste"
"14484","MELKSHAM","SANDRIDGE ROAD","Sewage Pumping Station","Abandoned","SN12 7QS","LEAVE MELKSHAM ON A3102 TO CALNE. AFTER APPROX 1 1/4 MILES SEE THE PUMPING STATION ON RIGHT-HAND SIDE OPPOSITE JUNCTION OF NEW ROAD AND JUST BEFORE ROW OF HOUSES.","bike.nuzzled.propelled","392241","164340","Waste"
"14485","MONKTON FARLEIGH","FARLEIGH WICK","Sewage Pumping Station","In Use","BA15 2PU","A363 BRADFORD ON AVON TO BATH ROAD, AFTER 2 1/2 MILES TURN RIGHT TO MONKTON FARLEIGH (HAVING PASSED FARLEIGH WICK SIGNPOST)PS IS ON RHS BY LAYBY.","binders.splinters.opposites","380634","163974","Waste"
"14486","BRADFORD-ON-AVON","SPRINGFIELD","Sewage Pumping Station","In Use","BA15 1AH","LEAVE BRADFORD ON AVON ON TH B3107 TO HOLT/MELKSHAM, JUST OUT OF TOWN AT THE TOP OF THE HILL TURN LEFT OPPOSITE THE MOULTON FACTORY, THE SPS IS IMMEDIATELY ON THE LHS.","charts.absent.pink","383088","160918","Waste"
"14487","MELKSHAM","BERRYFIELDS","Sewage Pumping Station","In Use","SN12 6EJ","LEAVE MELKSHAM ON A350 TO SEMINGTON / WESTBURY. LEAVE ROUNDABOUTWITH CARAVAN SITE ON EXIT POINT. AFTER APPROX 0.25 MILES TURN RIGHT DOWN BERRYFIELD DRIVE JUST BEFORE CAFE AND SHOPS. PROCEED APPROX 0.25 MILES AND TURN LEFT AT `T` JUNCTION. PROCEED APPROX","servicing.gone.skippers","389397","162249","Waste"
"14488","MONKTON FARLEIGH","CHURCH FARM","Sewage Pumping Station","In Use","BA15 2QJ","A363 BRADFORD ON AVON TO BATH 2.5 MILES AFTER BRADFORD ON AVON TURN RIGHT TO MONKTON FARLEIGH, 3/4 MILE TO ROAD JUNCTION AND TURN RIGHT. PS IS ON RIGHT-HAND SIDE PAST THE CHURCH 1/4 MILE FROM JUNCTION.","ordeals.enhancement.reds","380728","165238","Waste"
"14489","YATESBURY","VILLAGE","Sewage Pumping Station","In Use","SN11 8YG","TAKE A4 LONDON ROAD OUT OF CALNE. TURN LEFT FOR YATESBURY VILLAGE. TAKE FIRST RIGHT. PUMPING STATION IS APPROX 1 MILE ON LEFT OFROAD.","only.unwind.streetcar","406624","171488","Waste"
"14490","EDINGTON","TINHEAD LOWER BAYNTON ROAD","Sewage Interceptor / Detention Tank / Storm Tanks","In Use","BA13 4NR","LEAVE WESTBURY ON B3098 TO EDINGTON. TURN LEFT BY LAMB PUB. 400 YARDS TURN RIGHT DOWN NO THROUGH ROAD TO UPPER BAYNTON FARM. 300 YARDS PUMPING STATION IS ON RIGHT-HAND SIDE.","mystified.reserve.mammals","393417","154012","Waste"
"14491","WESTBURY LEIGH","MILL LANE","Sewage Pumping Station","In Use","BA13 3SR","IN WESTBURY LEIGH, MILL LANE IS ON THE RHS 50 YDS BEYOND THE JUNCTION OF B3099 AND A3098, THE P/S IS ON THE RHS.","ranking.rewrites.booms","385905","149729","Waste"
"14492","KENN","KENN PIER","Sewage Pumping Station","In Use","BS21 6UE","B3133 FROM YATTON TO CONGRESBURY. CROSS OVER MOTORWAY AND TAKE NEXT RIGHT-HAND TURN OVER MOTORWAY AGAIN AND FOLLOW ROAD FOR 3KMIGNORE TURNING ON LEFT AND RIGHT. CROSS OVER RIVER KENN AND PUMPING STATION IS ON LEFT-HAND SIDE.","gratuity.mooring.suspect","343311","169709","Waste"
"14493","KINGSTON","BRIDGE","Sewage Pumping Station","In Use","BS21 6TX","B3133 CONGRESBURY TO CLEVEDON APPROX HALF A MILE NORTH OF YATTONTURN LEFT TO KINGSTON SEYMOUR. TURN LEFT OVER RAILWAY BRIDGE ANDFOLLOW TRACK FOR 200 METRES. PUMPING STATION ON LEFT-HAND SIDE.","baffle.defend.lunge","341535","167021","Waste"
"14494","ST GEORGES","TRELAWN CLOSE NO 2","Sewage Pumping Station","Sold","BS22 7XL","LEAVE M5 JUNCTION 21. PROCEED IN WESTON-SUPER-MARE DIRECTION TURN RIGHT FOR ST GEORGES AFTER PASSING THE WOOLPACK. FOLLOW ROAD TO LEVEL CROSSING. TURN RIGHT FOR TREVELYAN CLOSE. PUMPING STATION IS ON LEFT-HAND SIDE OF ROAD END.","dealings.bidder.repaying","337551","162857","Waste"
"14495","CLEVEDON","CLEVEDON MAIN","Sewage Pumping Station","In Use","BS21 7YP","FROM CLEVEDON HEAD SOUTH ON STRODE ROAD. APPROX HALF A MILE THROUGH GATE ON RIGHT AND GO ALONG SIDE OF RIVER ON LEFT. PUMPING STATION AT END OF TRACK ON RIGHT.","shorts.successes.nasal","339280","170228","Waste"
"14496","CONGRESBURY","SOUTH","Sewage Pumping Station","In Use","BS49 5EN","B3133 FROM CHURCHILL TO CONGRESBURY ON RIGHT-HAND BEND IN VILLAGE. TAKE LEFT TURNING. FOLLOW ROAD TILL LEFT BEND. PUMPING STATION ON RIGHT BY BUNGALOW.","teachers.congested.reaction","343632","163571","Waste"
"14497","KEWSTOKE","SAND ROAD","Sewage Pumping Station","In Use","BS22 9UJ","SAND ROAD PUMPING STATION IS NEXT TO HOLIDAY CAMP IN SAND BAY. FOLLOW COASTAL ROAD HEADING NORTH. SAND ROAD IS ON RIGHT-HAND SIDE. ENTRANCE TO PUMPING STATION IS BY THE SIDE OF BUNGALOW ON RIGHT-HAND SIDE.","evoked.aside.remarking","333420","164527","Waste"
"14498","UPHILL",".","Sewage Pumping Station","In Use","BS23 4XX","UPHILL IS APPROX 3KM SOUTH-WEST OF WESTON-SUPER-MARE ON A370 APPROACHING WESTON TURN LEFT AT ROUNDABOUT NEXT TO NEW HOSPITAL. FOLLOW SIGNPOST TO UPHILL. FOLLOW ROAD TO SEA WALL. PUMPING STATION IS ON RIGHT-HAND SIDE.","lofts.dimes.rental","331407","158552","Waste"
"14501","BRISTOL","WHITBY ROAD ST ANNES","Sewage Pumping Station","In Use","BS4 4DF","TURN INTO WHITBY RD FROM FEEDER ROAD. P/S IS HALF A MILE DOWN ON THE LEFT HAND SIDE ADJACENT TO NETHAM WEIR.","soaks.rental.faster","361539","172512","Waste"
"14502","BRISTOL","WHITBY ROAD B CO-OP DEPOT ARNOS VALE","Sewage Pumping Station","In Use","BS4 3QF","FOLLOW THE A4 FROM TEMPLE MEADS TO BRISLINGTON. AT THE TRAFFIC LIGHTS OPPOSITE THE HTV STUDIOS TURN LEFT TOWARDS WHITBY RD TRADING ESTATE. KEEP IN THE RIGHT HAND LANE UNTIL THE ROUNDABOUT AND TAKE THE EXIT TOWARDS WHITBY ROAD. IMMEDIATELY AFTER LEAVING T","form.chip.clear","361184","171949","Waste"
"14503","MELKSHAM","BRUNSWICK PARK / JUNCTION LANE","Sewage Pumping Station","In Use","SN12 6UZ","A361 TROWBRIDGE TO SEMINGTON ROUNDABOUT, TURN LEFT ON A350 TO MELKSHAM, AT ROUNDABOUT CARRY STRAIGHT ON TOWARDS TOWN CENTRE, TAKE FIRST LEFT INTO HAZLEWOOD ROAD, CARRY FOR THE WHOLE LENGTH OF HAZLEWOOD ROAD INTO CEDAR CLOSE. THE PUMPING STATION IS AT THE","shops.bandage.modifies","390197","163464","Waste"
"14504","LAVERSTOCK","MILFORD MANOR GARDENS","Sewage Pumping Station","In Use","SP1 2RN","PUMPING STATION ON THE LEFT IN MILFORD MANOR GARDENS SMALL CABINET ON SIDE OF ROAD MILFORD MANOR GARDENS IS OFF OF SHADY BOWER ROAD LAVERSTOCK.","hush.soil.aspect","415573","129749","Waste"
"14505","LANGLEY BURREL","PECKINGELL LANE","Sewage Pumping Station","In Use","SN15 4LH","A429 OUT OF CHIPPENHAM, RIGHT INTO LANGLEY BURRELL, PAST LANGLEY TAP PUB, 1ST RIGHT, PUMPIING STATION UNDER FOOTBRIDGE BY SIDE OF RAILWAY ON RHS.","courtyard.spans.launcher","393588","175067","Waste"
"14506","SWANAGE","SOUTHCLIFFE ROAD","Private Sewage Pumping Station","In Use","BH19 2JF","","","403064","77928","Waste"
"14507","SHIREHAMPTON","LAMPLIGHTERS","Sewage Pumping Station","In Use","BS11 9YN","10M FROM SOUTH KERB LINE. 120M ALONG ROADWAY (UNNAMED) OPPOSITE THE CAR PARK OF LAMPLIGHTERS P H IN STATION ROAD SHIREHAMPTON. KEYHOLDER : B TREANOR 0272 223219","scam.transfers.exams","352586","176381","Waste"
"14508","SHIREHAMPTON","CERNEY LANE","Sewage Pumping Station","In Use","BS11 9YD","THE PUMPING STATION IS SITUATED 65M FROM THE SOUTHERN MOST POINTOF THE TURNING HEAD IN CERNEY LANE SHIREHAMPTON. AT THE RIVERSDIE OF THE ALLOTMENT GARDENS AND 105M SOUTH OF NIBLEY ROAD.","placed.refers.vast","353489","176222","Waste"
"14509","BROOK FARM","WEST STREET TYTHERINGTON","Sludge Storage Site","In Use","GL12 8UQ","","","366527","188134","Waste"
"14510","TROWBRIDGE","TERMINAL AT BRADFORD ROAD","Sewage Pumping Station","In Use","BA14 9AX","LEAVE TROWBRIDGE ON A363 BRADFORD ROAD. TURN RIGHT OPPOSITE `SHARPE AND FISHER` BUILDERS MERCHANTS. PUMPING STATION IS IN FIRST COMPOUND ON RIGHT. |","purely.excuse.lock","384877","158404","Waste"
"14511","COLERNE","PINEWOOD","Sewage Pumping Station","In Use","SN14 8QU","LEAVE TROWBRIDGE ON THE A361 TO SEMINGTON ROUNDABOUT, TURN LEFT ONTO THE A350 TO CHIPPENHAM, ON THE OUTSKIRTS OF CHIPPENHAM (QUEENS BRIDGE) TURN LEFT UNDER THE RAILWAY ARCH AND FOLLOW M4 MOTORWAY SIGNS ALONG HUNGERDOWN LANE TO ROUNDABOUT, TURN LEFT ONTO","buck.dimension.crunching","380458","173166","Waste"
"14512","GLASTONBURY","PALMERS ROAD","Sewage Pumping Station","In Use","BA6 9NQ","FROM STREET TOWARDS GLASTONBURY TURN LEFT BEFORE SAFEWAY, THEN LEFT INTO PALMERS ROAD.","impose.organs.mammoths","349448","138760","Waste"
"14514","CHARLTON MUSGROVE","BARROW CORNER FARM","Private Sewage Pumping Station","In Use","BA9 8HW","","","372842","132375","Waste"
"14515","SHERSTON","28-32 EASTON TOWN","Sewage Pumping Station","Abandoned","SN16 0LS","","","385453","186318","Waste"
"14516","PORTISHEAD","BRAMPTON COURT","Sewage Pumping Station","Sold","BS20 6YR","","tangling.legwork.dearest","347300","175800","Waste"
"14518","SHERSTON","6-8 EASTON TOWN","Private Sewage Treatment Works","Abandoned","SN16 0LS","","","385463","186206","Waste"
"14519","SOMERTON","BARPOOL LANE","Sewage Pumping Station","In Use","TA11 6JD","B3153 FROM ETSOME TERRACE INTO BARPOOL LANE WHICH LEADS TO SOMERTON SEWAGE WORKS.","squares.aced.hazel","348406","130632","Waste"
"14520","HEYWOOD","DURSLEY ROAD","Sewage Pumping Station","In Use","BA13 4LE","TURN OFF THE B3097 HAWKERIDGE ROAD ONTO DURSLEY ROAD. SPS IS ON THE RIGHT.","besotted.inert.petition","386156","154116","Waste"
"14521","EAST LAMBROOK",".","Sewage Pumping Station","In Use","TA13 5HW","OFF EAST LAMBROOK ROAD SOUTH OF VILLAGE. REAR OF SOUTH END OF SILVER STREET BETWEEN HOUSES 'EVERGREEN' AND 'BROKEN STONE COTTAGE'.","obstinate.against.gains","343368","118702","Waste"
"14522","HEDGE FARM","PYLLE","Sludge Storage Site","In Use","BA4 6SU","","","361326","139740","Waste"
"14523","LOW HAM","MORETONS LANE","Sewage Pumping Station","In Use","TA10 9DR","OFF MORETON LANE IN VILLAGE OF LOW HAM.","pages.bumps.skinning","343427","129417","Waste"
"14525","BABCARY","RIVERSIDE FARM","Sewage Pumping Station","In Use","TA11 7DU","OFF A37 CLOSE TO VILLAGE.","quench.glance.piglets","356136","128545","Waste"
"14526","SOPWORTH",".","Sewage Pumping Station","In Use","SN14 6PS","SOUTH ENTRANCE TO SOPWORTH JUST BEFORE VILLAGE SIGN AND OPPOSITE TO MANOR FARM. THROUGH GATE WITH FOOTPATH SIGN. 100M IN FIELD - CAN SEE STONE PUMP HOUSE.","saturate.odds.modem","382852","186114","Waste"
"14527","NORTH PETHERTON","VIKING CLOSE","Private Sewage Treatment Works","In Use","TA5 2SS","","","328806","135356","Waste"
"14528","CARLINGCOTT","STONEAGE LANE","Sewage Pumping Station","In Use","BA2 8AS","TAKE THE A367 OUT OF BATH HEADING TOWARDS RADSTOCK. ABOUT TWO MILES OUTSIDE OF BATH FORK RIGHT TOWARDS TIMSBURY AND TUNLEY ON THE B3115.CONTINUE ON THIS ROAD FOR TWO MILES INTO TUNLEY, GOINGPAST THE KING WILLIAM PUB. TAKE THE NEXT TURNING LEFT, STONEAGEL","combos.tweaked.stylists","369613","158497","Waste"
"14529","BATHEASTON","CHURCH SCHOOL SURFACE WATER","Private Sewage Pumping Station","In Use","BA1 7EP","","","377896","167806","Waste"
"14530","BERWICK HOUSE FARM","BERWICK BASSETT","Sludge Storage Site","In Use","SN4 9NJ","","","409878","173220","Waste"
"14531","MIDFORD","TUCKING MILL","Sewage Pumping Station","In Use","BA2 7DB","A36 BATH TO WARMINSTER ROAD, FROM BATH CONTINUE ALONG A36 RUNNING PARALLEL TO CANAL (CANAL ON THE LEFT) UNTIL YOU REACH TRAFFIC LIGHTS IN BOTTOM OF A DIP, TURN RIGHT AT LIGHTS UP STEEP HILL THEN TURN LEFT AT THE CROSSROADS HALF WAY UP THE HILL. CARRY ON","punt.free.legal","376295","161187","Waste"
